25,2,15
7,15,5
15,2,20
26,0,25
14,15,12
29,14,3
12,15,11
27,22,20
2,15,5
3,32,5
26,7,15
15,13,1
27,34,5
15,20,26
32,31,15
10,2,20
20,14,5
29,8,3
22,21,12
5,13,15
34,2,15
14,15,19
20,23,5
11,27,6
30,31,11
15,26,20
26,22,4
15,20,12
5,20,25
20,22,5
18,30,33
5,2,15
14,17,20
34,20,3
5,22,15
0,15,34
15,5,17
1,15,5
15,0,20
22,20,10
11,12,32
32,20,15
16,4,20
20,6,15
28,8,20
26,20,25
27,6,20
32,5,3
5,17,15
15,30,11
2,33,4
6,20,5
33,10,4
29,15,20
22,17,20
31,20,7
15,0,12
31,32,20
22,20,26
22,5,20
11,27,4
1,5,11
28,20,12
33,15,10
13,20,25
6,20,5
13,20,15
20,6,9
30,3,19
5,13,30
15,3,1
14,4,28
6,27,5
19,11,27
12,15,5
20,3,10
33,20,2
9,15,13
12,5,25
15,34,5
22,23,27
32,6,13
31,22,5
11,0,32
20,8,30
0,11,20
5,11,9
8,28,11
8,30,4
30,34,5
32,5,25
25,15,5
27,9,5
18,34,5
9,32,20
20,28,4
33,5,22
34,11,8
15,3,32
16,28,20
4,22,11
11,20,6
30,21,20
