0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0.0011979470035157213,0.017851856059779857,0.007894299094652576,0.014639462832080832,0.041404358307500916,0.05497456666614044,0.00014585969501341797,0.18450716046220245,0.00011760359433622404,0.00015624004119666864,8.054002553808757e-05,0.12576353426306736,0.08683028610531353,7.579458157471864e-05,0.04116363443310178,0.1303795799248834,0.025618933174304373,0.014595271373006745,0.0011908850365786043,7.472720430093755e-05,0.15865048922187658,4.934062581972262e-05,0.00017617055602153265,8.962981536690643e-05,0.02563503359711414,0.0001715535446367085,0.03117119570333208,0.0001785070715407768,8.258268954995913e-05,5.963441188249978e-05,0.002347697226912093,0.0323526903682177,0.00013726916928323067,7.751709053127483e-05,0.00015814902982630417
0.010591876166443479,0.00010766429923836941,0.0001604148426875095,0.010743516607895815,0.024354739966857362,0.1069786310448827,0.001692838442872419,0.0001661352889599649,0.17373425432635253,0.0735313014262428,0.00010849962820613524,0.0018321013606467163,0.015222217733856062,0.00010210679554611716,8.895537489965614e-05,0.07239337739712158,9.66918416199596e-05,0.003202267439802096,0.00010795942645103256,0.034516565103711525,0.1987628350118766,6.64693054308294e-05,0.004726358397712993,0.00012074495356218893,0.11533681674823104,0.00023110864053209335,0.013561804719636722,0.010714879295355213,0.00011125140639787803,8.033659629873019e-05,0.012140764075715793,0.00019002406333524372,0.08846917792713299,0.00010442727632718796,0.025650887068160644
7.73239598190762e-05,7.086762317447049e-05,0.00010558949162898541,0.0011620725034059997,0.04557900244710673,0.0497326706597232,0.17347782916099982,0.00010935484777483861,0.0010892175374352718,0.04150579657035385,7.141745983279754e-05,0.0002210052438904719,0.006079946819365684,6.72095203470766e-05,0.032561394883471255,0.0742445600614573,0.0010485798535528762,0.023776382433607142,7.106188407844236e-05,0.018780020552971132,0.2746316545520746,4.3751937487761644e-05,0.1114538266199042,7.94776720769723e-05,0.10251112102250778,0.0129562719827932,6.234396447096789e-05,0.00015828802544400657,7.322875644023094e-05,5.287977234694159e-05,0.00011191026733115066,0.0247484442463336,0.0030765248539311486,6.873692505541394e-05,0.00014023588780555742
6.651442120575064e-05,0.0017554510881211008,0.00941052596347546,0.10436353669913846,0.0036229656086506088,0.14275520481858553,0.00011125759484522063,0.011955500595425895,0.10684260218222862,0.061120831157473264,6.143362310826137e-05,0.023912975831953915,0.0026882621950737513,0.05089252704452339,0.0008976126811862886,0.06301826233851253,5.4747930973909145e-05,0.00011866684511238753,0.014464296469747527,5.699976967088076e-05,0.09220770863913992,3.763561521471259e-05,0.00013437785087715867,0.0009156122727665854,6.702887203607881e-05,0.005214327437927845,5.362856121389791e-05,0.0001361600779479456,6.299170867135549e-05,4.548742019134088e-05,0.26697850954772995,0.00010759361005605397,0.03568900416507509,5.912781492594982e-05,0.0001206315472136496
8.720099697069422e-05,7.99199550594243e-05,0.001229823055382414,0.3545277408348591,0.008081978111150108,0.013876964423974437,0.057904652035354824,0.03677794159171389,0.00011760359433622404,0.0068207160804668295,0.007855762071353276,0.00024923552347930986,0.00019209759480142902,7.579458157471864e-05,6.603219093577811e-05,0.008197519204930418,7.17750237687534e-05,0.0001555732879213944,8.013903003357735e-05,7.472720430093755e-05,0.053129618600099036,4.934062581972262e-05,0.013505122634561856,8.962981536690643e-05,8.787544657852062e-05,0.0001715535446367085,7.030752007132385e-05,0.06349102944460731,8.258268954995913e-05,5.963441188249978e-05,0.0001262052138220388,0.003473294198047002,0.00013726916928323067,7.751709053127483e-05,0.3689258232027753
7.220361911363247e-05,0.001905600611741461,0.010215439298853676,0.00016540794492568003,0.0398016528134073,0.20830887655768132,0.016675605978973485,0.00010211344317386821,9.737738588815201e-05,0.0010490817902480188,6.668824359093805e-05,0.10229450204721251,0.05994039777528049,0.019376729798474927,5.467555795454824e-05,0.11807291870786892,0.0055777080871325675,0.00012881681191221836,6.635621382430975e-05,6.18751480397041e-05,0.135043628300255,0.013836548176020144,0.009343000606810424,0.000993927611489013,0.004671326560107105,0.208916876415087,5.8215589000203636e-05,0.0001478062986705504,6.837959735309589e-05,4.937810932455917e-05,0.010221341517032486,0.005635073831509196,0.0010333736486272099,6.418521202685482e-05,0.02588291069138946
9.971689284914529e-05,0.058519237286981704,0.00013616809133157836,0.002768777987559699,0.015592831448498067,0.0018968387357144241,0.00778781828504196,0.01030238849543561,0.00013448315297405074,0.00017866506104271003,9.209987701571763e-05,0.02441824905433875,0.21741883765505102,0.012788379079162023,7.550974343045828e-05,0.40566732278832085,8.207684089665816e-05,0.0014480731847773523,9.164132691714854e-05,8.545274576043024e-05,0.19539335525737664,5.6422450073920105e-05,0.0027417973394599725,0.017884882376527092,0.00010048814572023776,0.000196176500529906,8.039870745740991e-05,0.015446174969599331,9.44357231123747e-05,0.005148875998284365,0.00014431935666888197,0.00016130186944007666,0.00015697131363655471,0.002628984213587169,0.0001808480454264273
7.539326645251018e-05,6.909813736066333e-05,0.00010295303933730043,0.006895108142257721,0.20289735609531587,0.09842867904571335,0.006848502276632285,0.00010662437872365804,0.00010167910266603537,0.013579870219942692,6.963424520852321e-05,0.030946427245302742,0.00016608600420724262,6.553137329656596e-05,5.709089045549834e-05,0.0003651146586089203,6.205609660003634e-05,0.0010948492712043994,0.003910655079886477,0.030795548784470276,0.11700073163007652,0.001003001383244099,0.00015231561716756533,0.04041185228996639,0.002957002039124822,0.0001483237870091635,6.078730494484995e-05,0.0001543357493132104,7.140031575209442e-05,5.1559423183051846e-05,0.3410304844662371,0.09903716996601267,0.0001186817973992132,6.702064040634592e-05,0.0010970762365201173
7.020208058629541e-05,6.434040114725246e-05,9.586423170448228e-05,0.00016082271251544083,0.015448659213519868,0.05767112010105635,0.0010116436484740104,0.017983638092299005,9.467801164709399e-05,0.0010200004554439483,0.23792676522412812,0.11108365260657226,0.1807866388262682,0.0009552369913165867,5.315991044140279e-05,0.002128410304559995,5.778323846905876e-05,0.00012524591317921626,0.0170546543146696,6.0159922484441466e-05,0.1152041977629247,3.972219023067484e-05,0.030545231988423495,0.08144597408885958,7.074505334308552e-05,0.00013811098707390107,5.660180916886098e-05,0.08151752565956356,0.0054317906567086715,4.80093110643968e-05,0.000101602835964398,0.00011355876134531424,0.022465954127817052,0.018840979025714775,0.0001273195413148985
9.000007937584702e-05,8.248532183043286e-05,0.007001299728088316,0.0036453772364471084,0.0014630027570383991,0.12781601052324604,0.00015054167480855975,0.0001272819576609563,0.0024141787095256434,0.06779885916520287,0.017279126298631674,0.13438604360479084,0.19279347500289318,7.822752714944655e-05,6.815177156263886e-05,0.07609825697211788,7.407894474603374e-05,0.00016056706629618628,8.271142893640622e-05,7.712588791708139e-05,0.2302342471789581,0.0367357265593126,0.00018182549026307096,0.052826909935406396,9.069617827778715e-05,0.0001770602764977626,7.256433535117331e-05,0.00018423700606564307,8.52335279729094e-05,6.154862890800051e-05,0.00013025630045774018,0.00014558396915797844,0.0001416754000587774,8.00053272687246e-05,0.04716562822777776
